Age;Sexe ;Province;statut_matrimonial ;Duree_stage;University;Avoir_deja_entendu_cancer;source_information_cancer ;source_information_cancer_Formation_medicale;source_information_cancer_Medias;source_information_cancer_Famille_Amis;source_information_cancer_Litterature_scientifique_Livres ;source_information_cancer_Experience_clinique _durant_mon _Stages;source_information_cancer_Autre;Si-Autre_precision;Caracteristic_cancer;Caracteristic_cancer_Une_infection_aigue;Caracteristic_cancer_Une proliferation_incontrolee_de cellules_anormales;Caracteristic_cancer_Une_inflammation passagere;Caracteristic_cancer_Une reaction_allergique;Caracteristic_cancer_Autre;Si_autre_precision;Type_de_cancer_connu ;Type_de_cancer_connu_Cancer_colorectal ;Type_de_cancer_connu_Leucémie ;Type_de_cancer_connu_Retinoblastome ;Type_de_cancer_connu_cancer_du_sein ;Type_de_cancer_connu_Lymphome ;Type_de_cancer_connuMeduloblastome ;Type_de_cancer_connu_cancer_uterus ;Type_de_cancer_connu_cancer_des_ovaires ;Type_de_cancer_connu_cancer_de_poumons ;Type_de_cancer_conn_Cancer_prostate ;Type_de_cancer_connu_cancer_peau ;Type_de_cancer_connu_Aucun;Type_de_cancer_connu_Autre;Type_de_cancer_connu_Si_autre_precision;principaux_facteurs_de_risque ;principaux_facteurs_de_risque_Tabagiste ;principaux_facteurs_de_risque_Consomation_d_alocool ;principaux_facteurs_de_risque_Mauvaise_alimentation;principaux_facteurs_de_risque_Manque_d_exercice_physique;principaux_facteurs_de_risque_Infections;principaux_facteurs_de_risque_Exposition_substances chimiques;principaux_facteurs_de_risque_genetique_hereditaire;principaux_facteurs_de_risque_Vieillissement;principaux_facteurs_de_risque_Mythes culturels_sorcellerie;principaux_facteurs_de_risque_Aucun;principaux_facteurs_de_risque_je_ne_sais_pas ;principaux_facteurs_de_risque_Autre;principaux_facteurs_de_risque_Si_autre_precision;Le_cancer_touche_uniquement_les_personnes_agees;La _detection_precoce ameliore_les_resultats_du_traitement;Le_tabagisme_est_la_cause_la_plus_frequente du_cancer;Certaines_vaccination_peuvent_prevenir_certains_cancers;utilisation_d_Ecrans_solaires_reduit le_cancer_de_la_peau;Le_cancer_est_toujours_hereditaire;Le_cancer_du_sein_peut toucher_les hommes;Hpylori_peut_conduire_au_cancer_gastrique;les_moyens_de_prevention_ou_de_depistage_du_cancer;les_moyens_de_prevention_ou_de_depistage_du_cancer_Vaccination;les_moyens_de_prevention_ou_de_depistage_du_cancer_Depistage_regulier;les_moyens_de_prevention_ou_de_depistage_du_cancer_Arret_du_tabac;les_moyens_de_prevention_ou_de_depistage_du_cancer_Alimentation_saine_et_exercice_physique ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Evitement_des expositions_environnementales;les_moyens_de_prevention_ou_de_depistage_du_cancer_Examen_genetiques_pour_les_familles_a_risque;les_moyens_de_prevention_ou_de_depistage_du_cancer_Aucun ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Autre;les_moyens_de_prevention_ou_de_depistage_du_cancer_Si autre_precision;La_vaccination_contre_le_HPV_est_prioritairement_recommandee_chez; Pense_que le_cancer_peut_etre gueri ;si_vrai_Quand;modalites_therapeutiques ;modalites_therapeutiques_Chirurgie ;modalites_therapeutiques_Chimiotherapie ;modalites_therapeutiques_Immunotherapie ;modalites_therapeutiques_Therapie_cible ;modalites_therapeutiques_Radiotherapie ;modalites_therapeutiques_traitement_paliatif ;modalites_therapeutiques_Traitement_traditionnel;modalites_therapeutiques_je_ne_sais_pas ;modalites_therapeutiques_Autre;modalites_therapeutique_Si_autre_precision;role_principal_des_soins_palliatifs;Si_autre_precision;principales_causes_de_la_mortalite_elevee_due_au_cancer_en_RDC  ;principales_causes_Diagnostic_tardif ;principales_causes_Manque_d_acces_aux_traitements ;principales_causes_Insuffisance_de_ressources;principales_causes_Niveau_d_education_de_la_population_bas ;principales_causes_Facteurs_socioculturels;principales_causes_Pauvrete_Manque de_moyens_financiers  ;principales_causes_Je_ne sais_pas;principales_causes_Aucun;principales_causes_Autre;principales_causes_Si_autre_precision;Pensez_vous_que_la_prevention_le_diagnostic_et_la_prise_en_charge_du_cancer_sont_adequates_en_RDC;Si_Non_Quels_sont_les_raison;Mesure_de_prevation_prioritaire_proposee_pour_lutter_cont_le_cancer_en_RDC;Niveau_de_priorite_accordee_a_la_lutte_contre_le_cancer_en_RDC;Pensez_vous_que_le_cancer_est_un_probleme_majeur_de_sante_publique_dans_la_sous_region_du_Kivu;Influence_des_mythes_et_traditions_sur_sur_la_gestion_du_cancer;votre_perception_generale_du_cancer;antecedent_personnel_de_cancer;antecedent_familial_de_cancer;Relation_avec_la_personne_atteinte;mode_de_traitement_observe_ou_vecu ;Evolution_observee;Poposition_pour_ameliorer_la_lutte_contre_le_cancer_dans_la_sous_region_du_Kivu
28;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres ;1;0;0;1;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie    cancer du sein  cancer de l'uterus  cancer des ovaires  Cancer de la prostate  cancer de la peau ;0;1;0;1;0;0;1;1;0;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Facteurs génétiques / Héréditaires;1;1;0;0;1;0;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie ;1;1;1;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;0;1;1;0;0;0;;Je ne sais pas;;Dépistage régulier et examens général;3;VRAI;Oui , beaucoup;Maladie incurable si retrouvé à un stade avancé;Non ;Non;;;;Faire des formations
25;Feminin ;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Expérience clinique  durant mon  Stages;1;0;0;0;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;0;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Patients avec un cancer cervical ou autre type ;Je ne sais pas ;;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie ;1;1;1;1;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Pauvreté / Manque de moyens financiers  ;1;0;0;0;0;1;0;0;0;;Je ne sais pas;;Les mesures hygièno diététique , en évitant les facteurs des risques, et encourager la consultation precoce;4;Je ne sais pas ;Oui , moderement ;Une maladie traitable;Non ;Non;;;;Un dépistage précoce, que l'état congolais disponibilise les matériaux appropriés dans les hôpitaux enfin de contribuer à la prise en charge adéquate du cancer dans notre milieu
26;Masculin;Maniema ;Marié;1;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau  Autre;1;1;1;1;1;1;1;1;1;1;1;0;1;Cancer du foie, Cancer de l’estomac, Cancer du pancréas, Cancer du col, de l’utérus (très important en Afrique), Cancer de la vessie, Cancer du rein, Cancer de la thyroïde.;Tabagiste  Consomation d'alocool  Manque d'exercice physique Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires Vieillissement ( age );1;1;0;1;1;1;1;1;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque Autre;1;1;1;1;1;1;0;1;Auto-palpation des seins pour la femme, Mammographie;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Mangue des ressources;La vaccination et la lutte contre les infections (surtout HPV et hépatite B), Lutte contre le tabagisme ,Dépistage (frottis, etc.), Bonne alimentation;4;VRAI;Non ;Maladie traitable;Non ;Non;;;;Vaccination, dépistage précoce,...
26;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;1;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Examen genetiques pour les familles a risque;1;1;1;1;0;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Non;La plupart des patients consulte au stade avancé de la maladie;Le dépistage;1;Faux ;Oui , beaucoup;Est une maladie traitable si elle est découverte dans sa phase d'installation;Non ;Non;;;;La sensibilisation serait selon moi un moyen efficace..
24;Feminin ;Sud kivu;celibataire ;5;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Famille / Amis;1;1;1;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie    cancer du sein ;0;1;0;1;0;0;0;0;0;0;0;0;0;;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Facteurs génétiques / Héréditaires;1;1;1;0;0;0;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Faux ;Faux ;VRAI;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Examen genetiques pour les familles a risque;0;1;1;1;0;1;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chimiotherapie ;0;1;0;0;0;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;0;1;1;1;0;0;0;;Non;La population est habituée à l’automédication et le personnel de santé n’est pas bien organisé pour sensibiliser cette dernière;Commencer d’abord par instruire la population puis capaciter les personnels de santé sur le cancer;5;VRAI;Oui , beaucoup;Je n’aime pas le cancer;Non ;Oui;Grand parents ;;;Multiplier les campagnes de sensibilisation afin de faire prendre conscience à la population de la gravité du cancer
26;Masculin;Sud kivu;celibataire ;11;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Expérience clinique  durant mon  Stages;1;1;0;0;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau  Autre;1;1;1;1;1;1;1;1;1;1;1;0;1;Cancer de l'estomac, cancer du foie,  la thyroïde,;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Manque d'exercice physique Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature;1;1;1;1;1;1;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Patients avec un cancer cervical ou autre type ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie ;1;1;1;1;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Pauvreté / Manque de moyens financiers  ;1;1;1;1;0;1;0;0;0;;Non;Parce que notre pays est encore loin du développement de secteur sanitaire, d'où la nécessité d'améliorer nos structures.;Le dépistage à temps;3;VRAI;Oui , beaucoup;Traitable;Non ;Oui;Un parent ;;;Faire de la journée internationale de la lutte contre le cancer une journée de dépistage et non une journée dédiée aux conférences et partage des verres
30;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Facteurs génétiques / Héréditaires;1;0;0;0;1;0;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Examen genetiques pour les familles a risque;1;1;1;1;0;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie ;1;1;1;1;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;0;1;1;1;0;0;0;;Oui;;Éducation;2;VRAI;Oui , beaucoup;Maladie tratable;Non ;Non;;;;Éducation sanitaire et équipements médicaux
31;Masculin;Autre province ;celibataire ;10;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau  Autre;1;1;1;1;1;1;1;1;1;1;1;0;1;Cancer du cerveau;Tabagiste  Consomation d'alocool  Manque d'exercice physique Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature;1;1;0;1;1;1;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;VRAI;Faux ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;0;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Non;Manque de sensibilisation de la population;Arrêt du tabagisme, sensibilisation de la population sur le dépistage régulier;3;VRAI;Oui , moderement ;Traitable;Non ;Non;;;;Organiser des séminaires et formation avec différentes couches de la population pour l'instruction et la sensibilisation
25;Masculin;Nord kivu;celibataire ;14;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau  Autre;1;1;1;1;1;0;1;1;1;1;1;0;1;Gliome, myélome multiple, Hodgkin;Tabagiste  Consomation d'alocool  Manque d'exercice physique Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires Vieillissement ( age );1;1;0;1;1;1;1;1;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales;1;1;1;1;1;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Prévention insuffisante, Diagnostic et dépistage très limités, Prise en charge inadéquate, Cadre organisationnel et financier fragile;il faut des mesures de prévention prioritaires, simples, reproductibles et insérées dans le système de santé déjà existant;5;VRAI;Oui , moderement ;Le cancer est une maladie comme les autres mais les recherches doivent être encore poussé pour tu;Non ;Non;;;;Amélioration du paraclinique dans notre région
25;Masculin;Nord kivu;celibataire ;9;Universite GOMA ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal ;1;0;0;0;0;0;0;0;0;0;0;0;0;;Infections (e.g., HPV, hépatite B/C);0;0;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;VRAI;Je ne sais pas ;Dépistage régulier (e.g., mammographie, frottis cervical);0;1;0;0;0;0;0;0;;Femmes de plus de 50 ans ;VRAI;si pris en charge dans un centre specialise de cancerologie ;Chimiotherapie ;0;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Oui;;Dépistage régulier;2;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Dépistage régulier et vie sexuelle responsable
26;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;0;1;1;1;1;1;0;0;;Tabagiste  Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires Vieillissement ( age );1;0;0;0;0;1;1;1;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Manque des ressources;Education des populations et disponibiliser les moyens de depistage;2;Faux ;Oui , beaucoup;Maladie comme tant d'autres;Non ;Non;;;;Education de la population et augmenter les mésures de dépistage
25;Feminin ;Autre province ;celibataire ;10;Universite GOMA ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie    cancer du sein  cancer de l'uterus  cancer de poumons  Cancer de la prostate ;0;1;0;1;0;0;1;0;1;1;0;0;0;;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C);1;1;1;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Je ne sais pas ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Alimentation saine et exercice physique  Évitement des expositions environnementales;1;0;0;1;1;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Pauvreté / Manque de moyens financiers  ;1;0;0;0;0;1;0;0;0;;Oui;;Consultation avant que ça n'arrive tard;4;Je ne sais pas ;Je ne sais pas ;C'est juste une prolifération anarchique de cellule;Non ;Non;;;;Juste consulté en cas maladie pour détecter précocement
27;Feminin ;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie   Retinoblastome   cancer du sein  cancer des ovaires  Cancer de la prostate  cancer de la peau ;0;1;1;1;0;0;0;1;0;1;1;0;0;;Tabagiste  Facteurs génétiques / Héréditaires;1;0;0;0;0;0;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Faux ;VRAI;Examen genetiques pour les familles a risque;0;0;0;0;0;1;0;0;;Filles avant le début de la vie sexuelle;Faux ;;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Non;Manque de dépistage, la place de la prière au lieu de la médecine;Dépistage;3;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Le dépistage
26;Feminin ;Sud kivu;celibataire ;10;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires ;1;1;1;1;1;0;1;1;0;0;0;0;0;;Tabagiste  Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;0;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Alimentation saine et exercice physique  Évitement des expositions environnementales;1;1;0;1;1;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  traitement paliatif ;1;1;0;0;0;1;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;0;1;1;0;0;0;;Oui;;Sensibilisation dans la communauté de la lutte contre le cancer et du dépistage précoce;2;VRAI;Oui , beaucoup;Le cancer est une maladie traitable si le diagnostic et la prise en charge est précoce;Non ;Non;;;;Pour l’amélioration de la lutte contre le cancer en RDC, le diagnostic précoce est très capitale tout en évitant les facteurs des risques, une sensibilisation dans la communauté sur la prévention du cancer
25;Feminin ;Sud kivu;celibataire ;7;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie   Retinoblastome   cancer du sein  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate ;0;1;1;1;0;0;1;1;1;1;0;0;0;;Tabagiste  Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;0;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Je ne sais pas ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical);1;1;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si les medicaments sont disponibles ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements ;1;1;0;0;0;0;0;0;0;;Oui;;Dépistage et vaccination;2;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Le dépistage
