Age;Sexe ;Province;statut_matrimonial ;Duree_stage;University;Avoir_deja_entendu_cancer;source_information_cancer ;source_information_cancer_Formation_medicale;source_information_cancer_Medias;source_information_cancer_Famille_Amis;source_information_cancer_Litterature_scientifique_Livres ;source_information_cancer_Experience_clinique _durant_mon _Stages;source_information_cancer_Autre;Si-Autre_precision;Caracteristic_cancer;Caracteristic_cancer_Une_infection_aigue;Caracteristic_cancer_Une proliferation_incontrolee_de cellules_anormales;Caracteristic_cancer_Une_inflammation passagere;Caracteristic_cancer_Une reaction_allergique;Caracteristic_cancer_Autre;Si_autre_precision;Type_de_cancer_connu ;Type_de_cancer_connu_Cancer_colorectal ;Type_de_cancer_connu_Leucémie ;Type_de_cancer_connu_Retinoblastome ;Type_de_cancer_connu_cancer_du_sein ;Type_de_cancer_connu_Lymphome ;Type_de_cancer_connuMeduloblastome ;Type_de_cancer_connu_cancer_uterus ;Type_de_cancer_connu_cancer_des_ovaires ;Type_de_cancer_connu_cancer_de_poumons ;Type_de_cancer_conn_Cancer_prostate ;Type_de_cancer_connu_cancer_peau ;Type_de_cancer_connu_Aucun;Type_de_cancer_connu_Autre;Type_de_cancer_connu_Si_autre_precision;principaux_facteurs_de_risque ;principaux_facteurs_de_risque_Tabagiste ;principaux_facteurs_de_risque_Consomation_d_alocool ;principaux_facteurs_de_risque_Mauvaise_alimentation;principaux_facteurs_de_risque_Manque_d_exercice_physique;principaux_facteurs_de_risque_Infections;principaux_facteurs_de_risque_Exposition_substances chimiques;principaux_facteurs_de_risque_genetique_hereditaire;principaux_facteurs_de_risque_Vieillissement;principaux_facteurs_de_risque_Mythes culturels_sorcellerie;principaux_facteurs_de_risque_Aucun;principaux_facteurs_de_risque_je_ne_sais_pas ;principaux_facteurs_de_risque_Autre;principaux_facteurs_de_risque_Si_autre_precision;Le_cancer_touche_uniquement_les_personnes_agees;La _detection_precoce ameliore_les_resultats_du_traitement;Le_tabagisme_est_la_cause_la_plus_frequente du_cancer;Certaines_vaccination_peuvent_prevenir_certains_cancers;utilisation_d_Ecrans_solaires_reduit le_cancer_de_la_peau;Le_cancer_est_toujours_hereditaire;Le_cancer_du_sein_peut toucher_les hommes;Hpylori_peut_conduire_au_cancer_gastrique;les_moyens_de_prevention_ou_de_depistage_du_cancer;les_moyens_de_prevention_ou_de_depistage_du_cancer_Vaccination;les_moyens_de_prevention_ou_de_depistage_du_cancer_Depistage_regulier;les_moyens_de_prevention_ou_de_depistage_du_cancer_Arret_du_tabac;les_moyens_de_prevention_ou_de_depistage_du_cancer_Alimentation_saine_et_exercice_physique ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Evitement_des expositions_environnementales;les_moyens_de_prevention_ou_de_depistage_du_cancer_Examen_genetiques_pour_les_familles_a_risque;les_moyens_de_prevention_ou_de_depistage_du_cancer_Aucun ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Autre;les_moyens_de_prevention_ou_de_depistage_du_cancer_Si autre_precision;La_vaccination_contre_le_HPV_est_prioritairement_recommandee_chez; Pense_que le_cancer_peut_etre gueri ;si_vrai_Quand;modalites_therapeutiques ;modalites_therapeutiques_Chirurgie ;modalites_therapeutiques_Chimiotherapie ;modalites_therapeutiques_Immunotherapie ;modalites_therapeutiques_Therapie_cible ;modalites_therapeutiques_Radiotherapie ;modalites_therapeutiques_traitement_paliatif ;modalites_therapeutiques_Traitement_traditionnel;modalites_therapeutiques_je_ne_sais_pas ;modalites_therapeutiques_Autre;modalites_therapeutique_Si_autre_precision;role_principal_des_soins_palliatifs;Si_autre_precision;principales_causes_de_la_mortalite_elevee_due_au_cancer_en_RDC  ;principales_causes_Diagnostic_tardif ;principales_causes_Manque_d_acces_aux_traitements ;principales_causes_Insuffisance_de_ressources;principales_causes_Niveau_d_education_de_la_population_bas ;principales_causes_Facteurs_socioculturels;principales_causes_Pauvrete_Manque de_moyens_financiers  ;principales_causes_Je_ne sais_pas;principales_causes_Aucun;principales_causes_Autre;principales_causes_Si_autre_precision;Pensez_vous_que_la_prevention_le_diagnostic_et_la_prise_en_charge_du_cancer_sont_adequates_en_RDC;Si_Non_Quels_sont_les_raison;Mesure_de_prevation_prioritaire_proposee_pour_lutter_cont_le_cancer_en_RDC;Niveau_de_priorite_accordee_a_la_lutte_contre_le_cancer_en_RDC;Pensez_vous_que_le_cancer_est_un_probleme_majeur_de_sante_publique_dans_la_sous_region_du_Kivu;Influence_des_mythes_et_traditions_sur_sur_la_gestion_du_cancer;votre_perception_generale_du_cancer;antecedent_personnel_de_cancer;antecedent_familial_de_cancer;Relation_avec_la_personne_atteinte;mode_de_traitement_observe_ou_vecu ;Evolution_observee;Poposition_pour_ameliorer_la_lutte_contre_le_cancer_dans_la_sous_region_du_Kivu
25;Masculin;Autre province ;celibataire ;4;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Retinoblastome  Cancer de la prostate ;0;0;1;0;0;0;0;0;0;1;0;0;0;;Infections (e.g., HPV, hépatite B/C);0;0;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Faux ;VRAI;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical);1;1;0;0;0;0;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie ;1;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Oui;;Dépistage;3;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Dépister les filles en âge de procréation
25;Masculin;Sud kivu;celibataire ;5;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet);1;1;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie    cancer du sein  cancer de l'uterus  cancer de poumons  Cancer de la prostate ;0;1;0;1;0;0;1;0;1;1;0;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Facteurs génétiques / Héréditaires Vieillissement ( age );1;1;0;0;1;0;1;1;0;0;0;0;;Faux ;VRAI;Vrai ;Faux ;VRAI;Faux ;VRAI;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;0;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Therapie cible  Radiotherapie ;1;1;0;1;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas ;1;0;1;1;0;0;0;0;0;;Non;Diagnostic tardif, niveau d' éducation de la population, manque spécialistes;Éducation de la population et les dépistage selon les âges à risque1;1;VRAI;Oui , beaucoup;Maladie traitable;Non ;Non;;;;Éducation de la population kivutienne, les dépistages des personnes à risques
26;Masculin;Maniema ;celibataire ;2;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet);1;1;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie    cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;0;1;0;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires Vieillissement ( age );1;1;1;0;1;1;1;1;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Ignorence de la population, absence de systèmes de santé pour promouvoir le dépistage rapidement et insuffisance de la specialition et d'équipements médicaux pour la prise en charge.;Sensibilisation et dépistage rapidement;3;Je ne sais pas ;Oui , moderement ;Est une maladie traitable si le diagnostic est posé rapidement;Non ;Non;;;;Sensibiliser la population à tous les facteurs des risques qui regorgent la région et à venir faire un dépistage précoce, suivi régulier si la Zone à une forte exposition aux facteurs de risques, formation des acteurs de santé pour la détection de la maladie, renforcer les équipements pour le dépistage et le traitement adéquat de la maladie.
24;Masculin;Maniema ;celibataire ;2;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature;1;1;0;0;1;1;0;0;0;0;0;0;;Faux ;VRAI;Faux ;Faux ;Je ne sais pas ;Faux ;Faux ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical) Évitement des expositions environnementales Examen genetiques pour les familles a risque;0;1;0;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie  traitement paliatif ;1;1;0;0;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;0;1;1;0;0;0;;Non;Inaccessible à tous surtout au fond fin des villes;Le dépistage;3;Faux ;Je ne sais pas ;Traitable si dépisté précocement;Non ;Non;;;;Despistage quotidien
26;Feminin ;Maniema ;celibataire ;2;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Infections (e.g., HPV, hépatite B/C);0;0;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Faux ;Je ne sais pas ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical);1;1;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chimiotherapie  traitement paliatif ;0;1;0;0;0;1;0;0;0;;Remplacer systématiquement les traitements curatifs;;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Oui;;Dépistage et prise en charge;1;VRAI;Oui , moderement ;Traitable;Non ;Non;;;;Se prévenir contre le HPV
27;Masculin;Maniema ;celibataire ;2;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;0;0;0;0;0;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical);0;1;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie ;1;0;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Niveau d'education de la population bas ;0;0;0;1;0;0;0;0;0;;Oui;;Éducation de la société;1;VRAI;Oui , beaucoup;Traitable;Non ;Oui;autre ;;;Dépistage volontaire
28;Masculin;Maniema ;celibataire ;3;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres ;1;1;0;1;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;VRAI;Faux ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;0;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie ;0;1;1;1;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)   ;1;0;1;1;1;0;0;0;0;;Non;Manque d'information, diagnostic tardif et pas d'équipements appropriés;Sensibilisation pour un diagnostic précoce;3;Faux ;Oui , beaucoup;Maladie traitable;Non ;Non;;;;Améliorer le plateau clinique pour un bon diagnostic et une bonne prise en charge
27;Masculin;Autre province ;celibataire ;19;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;0;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie    cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;0;1;1;0;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;0;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;0;1;1;1;1;0;0;0;;Non;Insuffisance de plateau technique dans plusieurs provinces qui constituent la RDC et la sous qualification des personnels à cette matière;Dépistage plutôt possible;5;VRAI;Oui , beaucoup;C'est une maladie qui aurait plutôt de lieu avec les mœurs et les habitudes alimentaires occidentales acculturées chez nous;Non ;Non;;;;Encourager le dépistage précoce,accorder des bourses en oncologie pour améliorer la qualité de la prise en charge
26;Feminin ;Sud kivu;celibataire ;11;Universite GOMA ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate ;0;0;0;0;0;0;1;1;1;1;0;0;0;;Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Exposition à des substances chimiques / Pollution de la nature;0;0;1;0;0;1;0;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales;1;1;1;1;1;0;0;0;;Patients avec un cancer cervical ou autre type ;VRAI;si pris en charge dans un centre specialise de cancerologie ;Chirurgie  Chimiotherapie  Therapie cible ;1;1;0;1;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Pauvreté;Manger sainement;1;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Despistage précoce
26;Masculin;Autre province ;celibataire ;2;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; cancer du sein ;0;0;0;1;0;0;0;0;0;0;0;0;0;;Tabagiste  Consomation d'alocool ;1;1;0;0;0;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical);0;1;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chimiotherapie ;0;1;0;0;0;0;0;0;0;;Être intégrés précocement dans la prise en charge des cancers avancés;;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Oui;;Dépistage volontaire précoce;3;VRAI;Oui , moderement ;Traitable;Non ;Non;;;;Sensibilisation, dépistage volontaire et la vaccination
26;Masculin;Maniema ;celibataire ;2;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; cancer du sein ;0;0;0;1;0;0;0;0;0;0;0;0;0;;Tabagiste ;1;0;0;0;0;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Faux ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Examen genetiques pour les familles a risque;1;1;1;0;0;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chimiotherapie ;0;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;0;1;1;1;0;0;0;;Non;Car les personnes sont ignorants;Dépistage volontaire pour une meilleure prise en charge;3;VRAI;Non ;Une maladie traitable;Non ;Non;;;;Pour améliorer la lutte contre le cancer dans la sous-région du Kivu il est demandé aux gens de faire de ce faire dépister précocement pour une meilleure prise en charge
29;Masculin;Hors pays ;celibataire ;2;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres  Autre;1;0;0;1;0;1;Stage au service d'anatomocytopathologie au CHU Yaoundé;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Facteurs génétiques / Héréditaires;1;0;0;0;1;0;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Je ne sais pas ;Faux ;Faux ;Je ne sais pas ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Examen genetiques pour les familles a risque;1;1;1;0;0;1;0;0;;Filles avant le début de la vie sexuelle;Faux ;;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soutenir l’accompagnement psychologique et spirituel;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Je ne sais pas;;Subvention du dépistage contre les cancers fréquent sur le territoire national;4;Je ne sais pas ;Oui , beaucoup;Traitable;Non ;Non;;;;Subvention du dépistage contre les cancers fréquent dans la sous-région
25;Masculin;Maniema ;celibataire ;13;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;0;1;1;0;;Une inflammation passagère;0;0;1;0;0;;Retinoblastome   cancer du sein  Lymphome  cancer de l'uterus  cancer de poumons  Cancer de la prostate ;0;0;1;1;1;0;1;0;1;1;0;0;0;;Tabagiste  Consomation d'alocool  Exposition à des substances chimiques / Pollution de la nature;1;1;0;0;0;1;0;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;VRAI;Faux ;VRAI;Je ne sais pas ;Vaccination (e.g., contre HPV) Arrêt du tabac Évitement des expositions environnementales;1;0;1;0;1;0;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie ;1;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements ;1;1;0;0;0;0;0;0;0;;Je ne sais pas;;Que les femmes se depistent dès l'âge de 18 ans;5;VRAI;Non ;C'est une maladie traitable;Non ;Non;;;;Le dépistage
25;Masculin;Maniema ;celibataire ;12;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer de la prostate ;0;0;0;0;0;0;0;0;0;1;0;0;0;;Tabagiste ;1;0;0;0;0;0;0;0;0;0;0;0;;VRAI;VRAI;Vrai ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV);1;0;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Oui;;Vaccination et dépistage;3;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Le dépistage précoce
26;Masculin;Maniema ;celibataire ;13;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;cancer de poumons ;0;0;0;0;0;0;0;0;1;0;0;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C);1;1;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac;1;1;1;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie  traitement paliatif ;1;1;0;0;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Non;La découverte tardive du diagnostic, peu de centre hospitalier pour la prise en charge adéquat, manque de laboratoire d'anapath dans beaucoup de régions du pays, peu d'experts en cancérologie;Se dépister précocement, arrêt de tabac et alcool, éviter tout le facteurs de risques;3;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Dépistage personnel arrêt ou réduire carrément la prise de substances cancérigène
26;Masculin;Maniema ;celibataire ;11;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie    cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;0;1;1;0;1;1;1;1;1;0;0;;Tabagiste  Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;0;1;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Faux ;Faux ;VRAI;Je ne sais pas ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Je ne sais pas;;Tout doit partir à l'éducation de la population;5;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Je reprends tout doit partir à l'information de la population
